Position ID,Bin ID,Price,Position Liquidity,Position X Amount,Position Y Amount,Liquidity Share (%)
GGNVcBeeNPpdzjSm1ALmnU8qKxSXuD3fVexYcgzZjCgr,-186,0.15711746971067145472,1.741330631368647936815748675e+27,600.8101350455637,0,1.71%
GGNVcBeeNPpdzjSm1ALmnU8qKxSXuD3fVexYcgzZjCgr,-185,0.15868864440777816927,1.725428294866644831854857062e+27,593.441634055261,0,1.70%
GGNVcBeeNPpdzjSm1ALmnU8qKxSXuD3fVexYcgzZjCgr,-184,0.16027553085185595096,1.733014015452789375900731799e+27,586.1601450606485,0,1.70%
GGNVcBeeNPpdzjSm1ALmnU8qKxSXuD3fVexYcgzZjCgr,-183,0.16187828616037451047,1.728839649391730053117662487e+27,578.9646700661729,0,1.70%
GGNVcBeeNPpdzjSm1ALmnU8qKxSXuD3fVexYcgzZjCgr,-182,0.16349706902197825557,1.724696878710180933988228348e+27,571.8542180578208,0,1.69%
GGNVcBeeNPpdzjSm1ALmnU8qKxSXuD3fVexYcgzZjCgr,-181,0.16513203971219803813,1.717879407592012062109173697e+27,564.8278110436894,0,1.69%
GGNVcBeeNPpdzjSm1ALmnU8qKxSXuD3fVexYcgzZjCgr,-180,0.16678336010932001851,1.716392942264712844069129273e+27,557.8844840781961,0,1.67%
GGNVcBeeNPpdzjSm1ALmnU8qKxSXuD3fVexYcgzZjCgr,-179,0.1684511937104132187,1.711891429986908932292820229e+27,551.0232770320384,0,1.14%
GGNVcBeeNPpdzjSm1ALmnU8qKxSXuD3fVexYcgzZjCgr,-178,0.17013570564751735088,1.708047290867337122134556051e+27,544.2432460394617,0,1.14%
GGNVcBeeNPpdzjSm1ALmnU8qKxSXuD3fVexYcgzZjCgr,-177,0.17183706270399252439,1.703923687598284625583229715e+27,537.5434580524968,0,1.14%
GGNVcBeeNPpdzjSm1ALmnU8qKxSXuD3fVexYcgzZjCgr,-176,0.17355543333103244964,1.699707011195745968558109819e+27,530.922986041144,0,1.13%
GGNVcBeeNPpdzjSm1ALmnU8qKxSXuD3fVexYcgzZjCgr,-175,0.17529098766434277413,1.68740507633384365920581031e+27,524.380917053995,0,1.13%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-97,0.091155957447985917049,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-96,0.093434856384185564975,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-95,0.095770727793790204099,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-94,0.098164995988634959202,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-93,0.10061912088835083318,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-92,0.10313459891055960401,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-91,0.10571296388332359411,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-90,0.10835578798040668396,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-89,0.11106468267991685106,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-88,0.11384129974691477234,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-87,0.11668733224058764165,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-86,0.11960451554660233269,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-85,0.12259462843526739101,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-84,0.12565949414614907578,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-83,0.12880098149980280268,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-82,0.13202100603729787274,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-81,0.13532153118823031956,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-80,0.13870456946793607755,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-79,0.14217218370463447949,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-78,0.14572648829725034148,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-77,0.14936965050468160001,0,0,0,0.00%
CFoi1J8REA2LsNz2KQXBLDSouUAnCc9SXjZCLM6XcGJB,-76,0.15310389176729864001,0,0,0,0.00%
